IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
295458.28	316873.53	443145.88	347845.7	382126.38	339158.88	290644.5	448348.38	298288.78	337030.56	314681.84	194125.17	304543.12	424113.0	401741.06	354132.94	424829.97	285787.7	123010.09	291817.22
294663.1	316019.38	441278.34	348205.8	379878.44	337899.2	290980.38	449664.47	296494.66	335736.5	315232.22	194158.92	303976.75	422460.16	400404.16	352082.2	422651.66	285053.22	121749.92	290204.28
293956.16	313301.3	442147.56	347030.97	378267.3	336417.8	290065.1	447888.2	298230.25	337163.53	316033.88	194923.3	303289.56	422328.5	399182.0	349867.8	423166.22	285259.97	121236.89	289698.44
292980.16	313265.4	442389.28	347725.38	381101.66	336906.12	290070.75	447699.72	294827.78	336894.03	314680.8	194000.36	303120.78	421122.03	402029.6	348906.9	423380.28	281468.0	119184.58	289079.9
295566.38	315095.56	445146.6	348183.38	383482.8	338997.72	290370.84	447592.5	297835.78	337920.7	316263.94	194779.78	305195.44	422157.1	403033.06	351803.2	425293.06	284010.12	124364.94	291781.12
295163.5	315509.6	447466.44	348173.8	383613.6	338510.88	289364.7	448030.8	299388.28	336631.84	313548.28	194594.39	305513.1	421850.44	402514.9	351883.6	424703.9	284050.72	124239.875	291038.28
297237.28	317645.62	444517.12	348793.12	384059.8	340274.28	289871.12	448933.47	300089.84	336575.3	313960.03	194827.48	305468.28	422024.84	402046.75	352924.53	422906.22	283733.62	123418.55	292289.9
296762.53	317233.2	440401.44	348559.38	383439.3	339058.25	289866.16	448554.3	298687.16	334885.38	315397.84	194335.47	303237.06	421584.22	398939.4	351288.34	419873.66	285350.22	122590.81	292695.53
296530.94	316077.97	437517.56	348259.16	382190.16	339467.97	288054.8	448527.28	294760.94	335599.94	313322.0	195397.36	303409.94	423048.1	399101.22	350335.8	420897.22	283957.9	120370.945	292262.7
296078.56	315496.22	439579.22	347836.44	381334.06	338446.4	290159.88	448293.7	296799.34	337077.56	314207.2	195119.17	304117.78	421695.28	399933.9	350568.25	422263.88	284919.53	121554.78	291278.5
294437.34	316640.8	441160.4	348116.62	378875.0	338681.8	290160.84	448368.12	294653.34	337051.88	315685.28	195395.67	304559.25	421439.16	401054.62	351022.12	424014.97	283575.25	119855.92	290636.1
294463.28	315985.56	444078.3	347392.12	380105.28	339447.47	290536.22	447975.4	298836.97	339117.88	317856.03	195725.47	305366.12	423387.2	402081.97	355034.25	427768.84	284732.56	121468.94	291757.8
293650.12	316374.8	444908.28	347841.47	381124.44	339482.84	289691.9	447611.75	297062.03	336966.38	314247.88	194968.97	303850.16	421752.47	403189.28	354079.34	428608.38	283076.3	120744.89	291711.22
295027.4	318877.25	446483.06	348253.8	382286.0	340577.06	291846.0	447660.84	300608.72	338055.1	316776.94	197163.16	305671.34	423316.97	405005.72	357934.56	431596.62	285741.62	123486.734	293189.25
294638.66	316770.97	447467.97	348134.75	381900.53	340864.56	289997.97	447978.97	299144.8	337395.06	316806.5	196398.08	303314.25	424684.22	404318.94	360047.2	433886.25	284273.66	124349.766	292084.34
294824.66	316386.9	448428.72	347128.9	383341.44	340726.5	290518.6	447471.28	303235.2	338510.16	314840.0	195894.97	303795.72	422222.0	404445.2	361633.34	434400.06	284207.3	127013.53	293009.38
294557.66	316847.03	447133.88	347840.72	382969.12	339452.84	290900.44	447124.0	301075.47	338882.66	315968.16	196789.69	304948.28	422189.3	403936.62	360784.34	432343.06	282713.2	125232.0	292346.84
