IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
313504.9	339297.84	438288.78	340353.72	380181.12	364758.8	282019.88	458009.22	322270.16	332070.94	367400.47	265273.7	312065.6	377009.1	403372.44	396670.88	438128.28	340298.25	136164.22	330145.88
313809.7	338116.1	436397.1	339738.28	379579.28	364873.34	282101.84	457550.16	321621.56	333009.34	367817.2	265028.88	314988.94	376706.7	402907.75	397146.53	438573.6	340968.06	136807.6	328572.6
314136.12	339190.8	437397.8	339608.97	379779.66	365252.84	281948.9	456066.12	322005.72	332415.56	369455.7	265113.28	312135.56	377623.44	402702.8	396442.5	438470.03	341471.22	137447.55	331396.66
314173.72	339025.6	436921.75	339979.44	378954.28	365581.16	281955.22	456355.34	322238.5	333830.6	367627.84	266357.94	311249.2	377722.3	403798.94	397068.34	437981.5	340593.1	137449.6	331081.7
314441.03	339996.25	437365.28	339609.4	378225.25	366176.0	282819.53	456404.16	323478.34	333073.3	367747.4	265437.44	314185.0	375737.16	403655.78	397362.1	437333.88	340290.97	137696.19	331797.2
314526.84	339744.9	437248.12	340286.38	376750.97	365875.53	283219.25	456673.84	322219.34	333367.78	370493.16	265642.25	314846.97	377264.03	404611.06	397345.28	437405.62	341992.4	137091.22	330958.9
314633.5	338964.25	438305.6	339642.28	377308.12	365112.72	283506.5	456675.78	322662.7	332940.88	366918.44	265391.38	313091.25	377339.16	404627.72	398995.9	438106.12	340210.06	136726.34	330776.9
316080.38	340946.44	438554.62	341129.56	379345.47	366618.94	283371.97	457611.4	323352.03	333933.78	368118.56	266645.38	314660.4	376426.84	405142.1	399830.22	440042.56	340564.1	137421.19	331157.34
315243.84	339251.94	438931.75	340356.0	381354.72	366936.53	281622.97	457009.25	324486.88	333772.97	369954.16	266070.84	313910.03	376851.6	403128.72	399324.97	440019.53	341256.97	138091.44	332746.38
314139.16	337708.56	438635.2	340556.97	381003.56	367329.3	280786.66	456791.3	323324.97	333862.66	367069.25	266586.6	311654.62	377383.44	403817.25	398863.28	439734.28	341034.62	137324.48	331995.62
313486.38	337608.03	438118.62	340142.6	379626.8	366763.1	282071.28	457125.03	323359.97	333897.34	367423.4	265936.16	315195.16	375002.28	403716.38	397672.0	438761.62	340386.2	137991.95	332220.5
313580.94	336993.16	436806.94	340216.03	376812.88	365692.4	282416.28	456875.06	321553.4	334026.25	369744.84	265946.75	314436.2	377307.78	404012.12	397604.25	437781.22	341907.8	137394.92	330808.97
314678.78	337132.0	438163.47	339583.38	377436.62	365444.25	282215.38	456609.9	322403.44	332469.5	366829.06	265637.8	312712.22	376783.62	404199.8	398242.4	438363.6	339538.34	137592.5	331151.97
314007.03	337942.5	437595.7	340427.88	378498.3	365552.0	282411.66	456896.12	322852.25	334393.5	368139.4	266076.34	314937.0	376090.22	404599.4	399124.28	439205.0	340653.94	137322.2	330889.28
314565.22	339471.38	439707.84	340464.9	381236.6	365630.12	281963.94	457403.5	324228.16	334414.25	370394.03	266297.62	315737.1	378356.8	404517.72	400791.06	441251.4	342380.2	138001.6	331129.6
315222.47	340102.72	439295.7	340721.66	380118.25	364474.3	281526.0	458359.4	324954.28	333190.47	368609.6	266167.78	311181.53	378537.3	404644.3	401031.66	440882.9	341941.5	137374.53	330279.84
315521.56	339986.56	438496.5	340522.34	379684.5	363242.72	282263.9	458231.34	324192.38	334433.34	369568.84	264856.03	314994.9	377508.5	403740.6	399513.6	439780.62	342378.34	137101.0	329310.1
315507.22	338178.5	438047.34	339966.25	378573.34	364073.38	280254.84	457672.62	322839.72	332216.94	366936.2	265365.1	313286.44	377755.5	404773.0	398728.94	439113.16	340170.06	136531.11	328768.44
316020.1	338625.12	437480.56	340503.62	378791.47	364637.12	281770.2	457587.22	322042.88	334158.25	367879.62	265107.7	316299.56	376888.03	405026.9	398387.94	439359.62	340440.88	136517.0	328321.2
315743.7	337948.62	437880.53	340191.22	378392.06	365207.75	281638.72	456021.1	321477.7	332713.44	368787.72	265265.78	313445.3	377118.1	402930.3	398032.97	439692.78	340295.44	136945.2	328962.72
316517.75	339690.5	437326.4	340649.72	379493.53	365817.75	281059.1	457119.53	321958.78	334270.16	368491.6	266417.44	312349.7	377778.0	404091.38	397463.78	439648.3	340306.78	137091.2	329567.25
315277.34	339690.6	437097.1	340444.06	380246.03	365443.5	281494.94	457759.38	322807.72	333778.22	369765.9	265791.66	314039.2	376216.28	402662.22	398111.8	439741.56	341125.66	137308.47	330068.44
313905.66	339211.56	437637.44	340463.25	381395.4	365828.1	281316.28	456298.12	322596.1	333728.44	370160.06	266676.53	316019.16	378174.38	403467.2	398927.3	440789.28	341941.44	137851.3	330940.38
312364.22	338517.22	437125.5	340544.12	380932.2	365424.38	281688.53	457165.47	322783.5	334223.28	369005.7	266730.44	313111.34	377658.62	403264.88	399636.4	439939.3	340617.34	137566.58	331691.4
