IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
310358.0	337569.3	423685.84	351593.78	394701.84	358541.75	300846.78	420500.5	264353.78	297817.97	351004.75	249429.11	286241.78	420701.2	413757.3	376600.53	438645.34	288555.9	122294.76	279134.7
309200.25	336384.94	423555.06	351674.16	394052.75	358672.1	300162.88	419131.3	263619.97	296009.28	349611.8	249963.69	282666.2	421232.47	413249.03	375614.47	437511.62	288383.66	119665.336	279080.53
309793.47	335962.25	424019.72	351718.88	391946.0	357900.1	300469.1	419536.3	265047.3	299559.5	347607.1	251023.44	283218.34	420130.25	414497.56	376483.12	439057.7	288753.97	120047.19	279745.3
308690.97	335062.78	424250.47	352240.0	392560.2	358104.3	300648.94	419611.22	263404.22	296573.38	346361.0	250767.47	281046.9	417932.25	415282.0	376552.25	440973.88	287317.44	118574.1	278025.12
309288.38	335288.25	424642.62	352623.78	392478.2	358207.3	302108.53	418561.12	263843.03	295871.34	346588.03	249681.38	281081.75	416797.62	416006.06	377349.94	442983.56	286237.2	118942.5	278768.3
311170.3	335945.06	424836.25	352141.2	393934.66	359740.56	303217.25	419087.22	265141.5	299502.97	347924.53	249893.78	285773.78	418422.44	417930.8	379560.1	445886.44	286020.22	121264.09	279554.0
310131.75	334911.38	426423.12	352304.75	394452.62	359691.22	302539.53	418935.47	263772.72	298161.7	351077.75	249503.4	282913.38	418764.62	417805.84	381558.8	449305.94	285980.12	120771.93	278577.47
312737.28	336747.34	428668.47	353236.16	397508.06	362192.94	302313.53	419298.9	268009.5	299575.3	351086.66	252076.95	282462.62	421406.75	418565.34	384018.7	450396.97	290592.97	123959.83	281404.22
312353.06	336178.03	427287.28	352677.0	396985.44	360561.7	301590.38	420758.4	268210.0	301830.22	346940.78	249719.77	284343.72	418681.94	417843.22	385419.8	446373.4	287805.22	125999.61	280810.1
312472.0	337387.16	427082.62	353740.66	397297.97	361585.16	302940.56	420906.03	265948.38	297062.9	347233.03	248304.48	283149.7	417331.9	417545.22	383499.25	444385.16	287762.25	124607.47	279357.44
314984.75	338439.8	425895.84	352038.1	395812.7	362377.28	303200.6	419355.94	267742.7	301159.66	349184.06	252294.94	286476.94	417478.38	418965.75	382430.8	444564.94	287518.72	127031.81	284545.56
311816.4	334727.5	425601.28	351326.97	394735.3	360629.16	301963.75	418317.62	264007.53	298601.88	351210.06	249156.22	282872.53	418123.44	417573.53	381543.12	447143.28	285268.97	124964.19	279019.66
311790.8	337338.0	425815.0	352594.16	393541.25	360612.22	302275.3	418300.2	266551.6	298375.2	348932.66	249876.12	284544.53	418953.38	418329.38	381508.6	446173.03	287547.56	124036.516	280060.97
311383.03	336729.75	425047.38	352135.3	393887.06	360458.6	302199.75	421435.78	266097.2	301540.28	348769.12	249873.1	286482.38	419282.9	418305.56	383511.8	446109.72	288369.56	123873.61	279366.8
310111.62	337350.03	424280.84	353379.06	392965.78	359306.25	301873.2	421953.16	264499.78	296348.38	349774.47	248246.25	285024.56	418249.16	416419.56	380788.97	443816.34	290020.47	122015.86	279021.38
310343.5	337199.22	422566.06	353024.1	392016.62	358675.4	300972.6	420552.47	264455.44	297872.9	350344.28	249916.39	285072.78	417802.22	416417.0	378455.72	443866.47	289886.03	119719.19	280136.5
310036.66	335837.84	423189.28	351639.8	391580.78	358581.72	300673.75	419802.88	263521.06	299891.53	350425.56	248757.16	285287.5	416995.84	416774.4	377872.12	445037.22	286856.06	120330.336	279398.22
309857.8	335911.12	423296.0	351763.38	392318.38	358349.34	300036.8	418221.97	262675.06	296669.25	351276.4	248729.86	280271.78	418316.78	417396.3	377164.3	446475.75	287184.22	119927.53	279105.97
310171.03	336202.97	423940.6	352131.6	393021.38	358758.1	299893.16	417333.47	265194.2	297387.8	349170.62	250357.08	281469.5	419299.1	418260.88	377311.66	447762.47	288330.94	119797.875	280334.53
310894.3	336942.25	424082.22	352819.34	393724.1	359329.12	301134.62	419209.34	264772.9	299667.75	347437.03	249124.77	283451.8	418668.47	420002.12	379802.4	448545.06	287044.03	121686.01	280310.62
311935.4	338735.4	425606.22	353763.06	395047.2	360655.1	302218.7	420209.28	264303.62	296922.22	348230.5	248477.36	283120.06	417985.25	419379.56	381622.75	448691.3	288260.4	123426.44	280981.53
