IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
300782.47	320958.03	451215.72	333206.75	407318.6	354441.06	304391.28	413864.78	250450.08	321988.56	316231.62	250303.11	308175.56	422923.25	388733.94	428381.53	460137.44	282730.12	167860.56	276014.12
300525.4	320779.75	451609.5	333184.03	406402.6	354984.47	304625.03	413827.72	250469.84	322161.0	316858.22	249864.05	307130.75	423684.16	389166.4	428812.94	460847.56	283797.47	167237.47	275734.12
301030.2	320734.22	452047.6	333084.4	405929.1	354975.84	304815.62	413446.1	251234.12	321864.03	317531.6	250200.72	306742.2	424190.97	389423.78	428839.28	460646.6	283998.06	167446.9	276121.2
300462.78	320127.97	453239.97	332544.47	407519.34	354744.97	304979.6	413308.12	252432.36	324448.3	318678.06	251746.69	307223.97	425369.25	389075.12	431142.28	462446.25	283107.4	168476.8	276084.22
301482.34	321243.03	454095.38	332738.03	410860.16	355379.56	305298.12	413983.0	251796.66	324345.25	322107.2	251574.11	303929.25	426717.25	389509.06	432794.62	464377.38	285736.38	169784.45	276127.94
299872.53	321736.06	452589.2	333413.47	409127.72	354570.4	304106.97	414459.03	254992.2	321907.75	319864.03	251049.84	304181.44	424124.44	388050.03	428970.03	459992.1	283753.06	169034.6	276231.38
297477.2	319385.9	450739.06	332615.2	406486.78	352574.12	304299.66	412840.4	253081.38	321545.8	318481.7	250977.39	307333.4	423647.53	387729.16	427635.97	459827.72	283305.9	166691.89	274875.5
299737.9	320297.56	450765.75	331812.56	408395.75	354648.53	304762.8	412573.94	251227.75	323688.8	318320.72	250790.67	309227.34	424557.5	389149.6	429850.66	462335.6	282887.47	166609.31	276502.56
300605.22	320464.75	452101.28	332149.78	410002.2	355853.84	304395.06	413332.72	252914.75	324353.38	315936.5	250479.06	310648.56	424913.9	388940.72	430750.03	462983.8	284245.25	168662.12	277789.5
300686.8	320963.25	453191.0	333045.44	410525.5	356381.3	304769.75	413496.84	251538.3	322711.1	312918.44	250915.69	306737.06	424520.28	388504.62	430175.34	461677.3	284089.2	168909.25	276339.44
301596.66	321947.03	453001.34	333281.97	411236.8	356584.62	305197.06	413541.28	253014.45	323012.1	313687.3	251732.64	305768.28	425135.2	389178.12	430671.1	462455.06	283780.12	168997.42	276691.3
301787.1	322873.88	453639.28	333490.16	410309.66	356071.7	304568.9	413928.06	256682.6	323575.56	318176.06	252202.75	302824.3	426402.06	389144.2	431453.3	463332.7	285938.62	169417.0	278397.03
300124.25	321066.28	453267.12	332543.3	409415.16	354419.1	303220.66	414124.16	256193.84	324469.1	320504.12	252262.28	305125.44	425379.16	388926.12	431124.4	462595.94	284200.06	167551.8	276633.8
299776.97	321130.84	452517.03	332862.28	408773.34	355225.8	303717.0	413880.8	253864.23	323403.88	318516.9	251398.22	309390.62	424486.84	389584.25	430640.84	461556.47	283570.47	166194.28	278531.75
299289.44	321472.06	452916.16	332499.44	408662.4	355492.44	304519.97	413643.3	251932.53	321731.84	315043.66	251214.92	307200.6	425310.53	390457.12	430714.8	461812.06	284776.03	167340.72	277610.72
299427.75	323065.8	453678.03	332695.8	407451.16	355947.4	306119.6	413421.97	253366.72	321621.2	318459.44	251488.81	301317.94	426605.34	390544.12	430220.88	462345.44	285136.0	167586.42	277205.75
299936.22	323548.1	452992.9	333196.44	407601.9	355733.88	306601.44	414333.62	255075.48	322295.75	319248.38	250943.25	304558.03	424791.47	389943.1	430115.8	461792.53	283653.97	168398.16	276694.16
300492.44	322296.06	453755.25	332944.06	407376.7	355594.88	306024.8	414200.03	255099.12	322482.75	317689.78	250660.56	308879.2	424384.03	390314.12	429831.28	461979.47	284366.28	168818.12	276734.94
301301.53	321447.84	453494.97	331850.62	408108.72	356024.25	305145.6	413146.12	254213.67	323093.3	315467.47	250840.4	306761.62	426127.53	390511.6	430363.94	462013.78	283802.3	169040.84	277295.88
301149.8	321257.53	452462.72	332263.5	407945.1	355988.62	305093.88	413615.94	254278.44	323441.6	318821.84	250420.73	305155.0	425154.75	388978.78	430482.88	461303.28	283610.97	170007.14	277631.78
300565.53	321419.0	452384.66	332774.4	407973.78	355379.7	305866.44	413119.22	252170.02	321201.53	316796.75	250572.9	307504.66	423434.06	388944.44	429092.78	460053.2	282200.34	169799.47	276623.34
300658.6	322207.38	451374.78	332725.12	407162.16	355345.97	304632.5	413187.47	252719.48	321558.9	314488.75	251770.78	305685.53	425029.47	389256.53	429312.62	460294.2	283900.78	169513.97	277147.47
300418.12	322062.4	451831.44	332228.8	407915.53	354950.2	304794.62	413196.44	253830.44	323948.44	319522.28	251239.7	304931.47	425659.62	389115.2	430805.88	461837.72	284356.62	169647.27	277308.66
300171.94	321128.12	452477.3	332589.72	408389.53	354284.1	304435.75	414287.0	253849.88	322912.12	317829.34	250974.03	308053.84	424432.5	389282.25	430738.5	461165.16	282841.4	167696.08	276023.28
301381.9	321639.9	453040.75	332861.25	409499.12	355557.97	303804.9	413706.66	252088.36	321377.0	314956.25	251358.38	307820.25	424404.34	389529.25	430095.7	461690.44	284356.44	167608.62	277838.0
301200.56	321581.62	452353.16	333103.6	410228.1	355660.78	303860.0	412784.03	253296.27	322622.38	316132.97	252070.34	303187.56	425271.97	388814.4	430565.7	463200.12	283963.2	166813.78	277786.34
301293.3	321367.88	452254.47	333475.03	411168.66	354862.72	303754.3	413979.25	254467.69	323305.38	320223.28	252456.66	303763.84	425582.84	389306.75	430283.6	462693.44	284534.97	168644.33	277134.97
300764.97	320655.88	452330.2	332749.8	410893.6	353916.88	303772.9	413935.72	254547.16	323989.75	320808.9	251897.23	307061.34	424763.1	388729.47	430705.06	462459.03	283135.8	168475.88	277427.2
300834.66	320258.7	452206.44	333060.4	411084.3	353835.88	303249.78	414115.62	253148.58	323935.9	319264.94	252236.56	310876.88	424473.9	389254.25	430045.03	461230.53	284012.47	167451.78	277095.62
300310.78	319993.47	452017.47	332388.72	410151.0	354008.5	303616.47	413963.62	252494.47	322423.97	316361.2	251325.75	310150.34	424515.53	389478.8	430223.28	460622.0	284225.28	167434.47	277111.7
299765.4	320691.62	452035.22	332854.0	410009.3	353792.56	303023.84	413435.9	251833.4	321364.94	316187.34	252187.4	303863.4	425430.0	388894.62	429213.16	460787.53	283790.84	166632.83	277157.12
299656.16	321463.44	451145.25	333355.4	409253.9	354219.6	304207.3	414164.47	252124.78	320962.06	319312.03	251183.08	301318.03	425048.72	389566.62	428715.3	460337.47	284330.75	166301.1	278082.3
300770.2	321844.2	451348.62	332753.44	407875.75	354993.78	304994.0	414235.53	252622.55	321956.84	319121.47	250680.47	305940.34	424281.44	389205.9	430001.1	461044.75	284144.28	167297.66	277421.44
