IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
307296.5	301492.1	457119.53	314313.47	400216.06	341404.3	309010.34	413502.34	240208.92	335259.3	337444.53	244959.55	315118.28	421354.47	402223.7	420867.62	458137.1	281790.5	146640.5	266203.88
307618.03	301968.38	456678.6	314847.12	400043.16	341269.6	307722.9	413665.1	239932.02	336049.25	337182.3	245471.61	315493.44	421304.72	401682.2	422224.5	457312.4	280908.62	147226.0	267182.25
307764.6	302870.16	457211.16	314835.8	400969.5	341107.22	309041.94	413797.53	240527.25	334937.84	336491.72	244435.77	315034.16	420307.34	400543.94	421401.12	456440.8	282179.44	146790.0	267073.53
307962.47	303095.25	456636.5	315053.4	401014.8	341229.6	307969.12	414580.94	240267.78	336856.7	335099.78	244561.12	316540.1	420453.84	401737.16	421521.34	456231.28	280803.78	147307.97	267190.16
307450.53	301831.47	456893.75	315380.88	400216.94	340751.62	308488.38	413856.25	237839.34	334201.9	334445.3	244252.58	315820.7	419586.72	400955.62	421021.2	454509.06	280079.8	146299.14	265496.12
307450.25	301834.78	457121.0	315030.03	400506.56	341475.72	308035.22	414974.97	240062.89	336499.06	334182.75	244295.02	317058.53	419316.9	402266.38	420262.22	455156.62	280383.0	148159.03	267734.38
305731.3	300189.66	457428.38	314785.2	399822.2	340234.0	308024.84	413474.88	238222.73	334096.5	332664.22	243887.34	316007.47	418578.53	401080.0	418873.9	453746.2	280164.97	146718.81	265251.16
306362.75	300637.5	456071.6	315040.88	399857.2	340255.6	306709.5	413885.06	240900.17	336946.12	332760.2	245314.3	317440.7	419638.53	402586.5	419548.84	454664.2	281384.25	146599.88	266869.7
305949.3	299928.72	456017.66	314930.9	399037.34	339935.88	307315.66	413782.88	237463.33	334710.25	331894.22	244512.6	315334.3	418912.44	402365.88	419967.38	453655.1	281005.88	144375.6	265423.72
305958.12	300349.8	456081.78	314821.56	399216.75	340068.2	306725.6	413177.88	241514.33	336778.6	332146.9	245824.17	315612.97	419951.34	402103.66	420175.6	454516.7	281196.3	145302.52	267162.1
305386.44	300398.0	456385.12	315105.53	398981.12	339732.72	307996.3	413869.34	237917.5	333413.56	329834.78	244624.64	313764.66	419557.2	401719.75	419038.47	453912.75	281230.16	144170.7	264991.38
306720.28	301960.38	455283.66	315190.12	398748.38	340595.5	307730.28	413454.34	240243.16	335151.84	331090.97	245626.55	313730.88	420268.94	402968.6	419989.6	454365.78	281175.22	144923.69	266197.2
306936.03	301930.47	456210.4	315079.1	399349.3	340462.75	309031.47	413201.06	239834.86	333070.3	330527.8	245003.7	312539.72	419635.8	401121.97	419840.28	453794.62	281628.34	144919.45	265871.66
306940.44	301424.8	454809.53	314845.38	398486.25	339997.44	307023.53	413940.12	240089.53	334142.6	332094.56	245913.45	311016.6	420748.88	401294.88	419642.84	452613.12	280635.78	144738.84	266746.06
306383.8	300796.72	455642.6	314845.2	399517.72	339728.62	307341.22	413122.53	239844.12	333219.5	333533.97	245442.53	309911.88	419999.06	400121.97	419627.3	453214.7	281431.62	145389.1	266551.16
306069.5	300469.1	454423.5	315672.5	399028.75	339711.47	306650.7	414518.8	238741.77	334066.75	335116.78	245893.73	311469.44	419993.25	400880.0	419569.6	453007.75	280741.4	145336.31	264772.06
306162.94	301005.16	455472.56	315783.72	397849.3	339369.88	307340.72	412847.53	238709.75	332852.94	335594.06	245133.53	312260.53	419033.34	400101.75	417917.7	452727.0	280251.66	145210.53	266476.7
305525.84	300131.03	455261.38	315267.16	398432.22	339247.44	307733.94	413575.3	238150.2	335809.53	335758.2	245139.89	314020.34	420054.7	400984.47	418657.16	454080.62	279713.0	145611.78	265252.12
305198.44	299961.94	456763.3	315110.12	397978.03	339411.0	308337.44	413741.72	237575.97	333406.66	335464.16	244392.75	312916.62	419899.78	400659.94	418051.75	454143.72	280030.1	145722.36	265238.56
306420.4	300916.47	455984.84	315189.84	396573.56	339644.53	308767.1	414068.3	239891.64	336091.9	335346.97	244664.17	314576.84	419452.4	401055.44	418421.62	452975.0	280109.56	147260.67	266113.8
305777.1	300100.78	456297.9	314825.16	397307.66	339465.56	309296.06	413438.66	236946.72	334008.06	335271.38	244172.61	314357.9	419488.44	400506.84	417732.44	452632.5	280002.44	146845.47	264066.28
306920.47	300501.2	456014.38	315091.34	397460.72	340288.62	308615.94	413921.25	239877.14	336467.78	335942.9	244840.5	315701.84	420113.34	401591.7	418016.0	452633.25	280658.97	148069.42	266269.6
306508.94	300186.16	456339.9	315031.47	396935.03	340259.9	309351.44	413779.44	237167.38	334011.2	335579.97	244256.69	314563.53	420131.22	401236.03	418655.44	452862.28	280025.9	147585.8	264749.0
307039.3	301155.0	455969.47	315264.1	397790.94	340808.12	309189.38	413963.1	241052.22	336743.3	335946.75	244852.14	317132.12	420229.3	402570.2	419618.6	455170.47	281311.88	148728.66	267390.9
306535.7	300803.4	456467.78	315462.62	398722.16	340336.8	308412.16	413923.28	239698.52	334742.3	335652.7	244476.0	315055.53	420228.8	401814.12	420216.75	454912.75	280583.7	147556.55	266804.97
306883.03	301487.66	456962.38	315551.5	399731.16	340945.62	308340.62	413545.06	240876.08	335599.38	336858.16	245192.84	315323.53	420318.9	402063.28	421007.53	455945.8	281874.66	146605.89	268177.72
306129.28	300457.44	457091.38	314874.84	400294.22	340146.66	307598.25	414173.44	240050.25	334982.06	335263.8	244036.42	315710.28	420848.0	402353.44	421330.75	456371.75	280957.3	146289.22	267497.94
307144.47	301445.8	457220.38	315435.47	400740.16	341013.44	308974.56	413643.72	240358.7	334757.84	336418.12	244168.16	315821.84	420622.38	402570.16	420995.84	456791.62	281177.2	146315.47	267853.28
306743.12	301407.38	456707.22	315163.1	399790.0	340448.9	307567.1	413757.3	239879.86	335447.12	335433.56	244357.45	316001.75	420743.72	402727.0	420636.1	456101.56	280265.7	146290.11	268120.22
306666.75	301046.25	457547.2	315294.72	401707.44	340830.44	308745.34	413215.4	239857.14	333923.6	336808.78	243962.66	315470.44	420589.4	402312.8	420946.16	456619.38	281339.06	145873.12	267437.34
306504.0	301224.6	456798.56	315472.97	400211.8	340801.62	308184.97	414252.38	240853.03	336138.88	335649.56	243711.0	316680.4	420508.47	402093.06	420487.94	454782.25	280099.4	147334.06	267943.9
306197.12	301107.03	457318.06	315348.0	400281.8	340728.7	308812.56	414122.53	239089.34	333785.47	336396.84	242946.55	315200.03	420177.53	401612.2	419996.3	455574.3	280669.25	146505.84	266210.53
306418.38	301928.34	456228.75	315392.47	399609.0	340919.4	308503.25	413990.16	241811.9	336853.4	335980.7	243745.36	316990.47	421126.97	401647.0	419888.5	455349.28	280358.16	148056.47	268085.84
305735.06	300620.47	456928.2	314512.56	399307.53	340590.94	309669.44	414341.56	239037.27	334858.25	335675.88	242669.48	316180.28	421447.66	401865.9	420867.4	456429.94	280904.7	147310.9	266120.97
306700.53	302314.2	456980.7	315209.06	399312.8	341105.7	310184.78	413561.66	243341.17	336900.66	336483.53	244032.17	316394.56	420814.72	401956.47	420696.94	456045.6	281223.62	148233.53	268425.72
306015.9	300659.44	456374.8	314896.47	399701.25	340523.03	309847.12	414570.78	241340.0	335555.66	335962.62	242905.31	315501.22	421077.12	401115.72	421030.75	454967.72	280751.03	147237.06	266813.72
