IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
283097.3	310498.22	450478.0	362781.6	405891.6	331072.53	313786.16	415885.28	264532.78	225300.48	259361.67	165138.89	196165.05	403901.1	413298.3	390052.6	440651.56	269294.22	117262.805	249201.27
283486.1	310092.4	450859.38	362397.44	404413.03	329702.8	313461.2	415144.16	265422.84	225016.97	259724.58	163729.6	195373.8	404429.88	412751.6	390263.16	440711.25	268240.3	116452.09	249788.47
283033.4	310089.34	450982.7	362667.22	405563.28	330411.38	313501.1	415811.66	264216.8	225843.23	259946.56	164320.81	194627.14	403617.06	412537.03	389370.22	440781.97	267943.56	114804.164	250771.8
282978.78	309799.34	449542.9	362588.12	405815.22	330591.8	312303.2	415297.5	262304.75	224404.58	259333.48	163686.4	192888.86	403442.06	412211.34	387999.7	440008.8	267766.88	114173.375	252143.69
282439.12	310112.3	449629.88	362625.38	405983.12	330104.56	312753.84	414691.56	262485.1	224100.89	258353.34	163216.3	192216.14	403548.12	412109.06	388746.22	440308.53	268384.25	112727.94	252080.17
281485.06	310655.03	450108.94	362791.97	406310.88	330642.84	312378.1	415214.2	262971.0	223776.17	257993.52	163953.4	191795.28	403816.25	412816.38	388937.25	440130.53	268995.25	111830.33	252428.61
281394.25	309464.16	449901.9	362117.44	404733.5	329682.72	312789.34	414863.2	264143.88	224597.78	257084.44	163477.78	192862.61	403939.2	412494.44	389620.5	440395.06	268555.3	111976.63	251440.28
281225.12	309913.53	449993.34	362198.44	402388.7	329044.2	313618.7	415019.38	264777.9	224876.38	257342.31	164116.77	193572.45	404685.62	412925.53	389292.9	440132.88	269298.0	113266.12	251107.11
281975.88	309104.4	450104.66	361246.1	399934.9	328616.16	313634.06	414178.4	263958.12	224713.23	256515.6	163214.53	194266.11	403858.97	412550.06	389603.62	439455.2	268281.56	114589.55	249268.56
282019.94	309472.38	450821.16	361652.44	400709.66	328106.94	314164.5	415407.1	263734.47	224261.22	255769.56	162373.78	194466.84	402791.38	413943.2	390392.62	439809.1	267843.6	114696.72	247841.72
281892.44	310533.97	451151.2	361724.88	402623.88	329085.0	313634.38	415629.62	262448.53	223123.36	256209.47	162473.4	194312.84	402492.78	413466.7	390955.47	439918.62	269103.3	114328.27	248717.98
280874.53	309808.34	450276.03	362249.7	403276.34	329687.53	312472.88	416067.94	261662.02	222391.14	256070.31	163211.12	194452.14	402990.97	412531.75	389459.25	439782.1	269541.06	112623.84	247605.97
282030.03	309586.5	449651.84	361794.47	402751.97	329495.78	311765.62	415319.62	262636.8	223692.3	256629.75	163147.05	194612.64	403101.1	412104.94	389621.0	439275.22	268687.72	113820.34	248770.14
283168.06	309144.34	449916.34	361343.7	402529.75	329573.62	312373.28	414574.84	265631.84	226361.03	257617.8	165106.67	194135.1	404864.28	411301.47	389079.97	439252.38	268897.78	115043.61	248822.19
281518.9	308893.53	449603.9	361613.53	402347.78	329614.94	312404.38	414607.47	262138.95	224713.6	257893.55	164297.61	192686.58	404140.53	410703.94	388216.94	439263.78	267609.03	113726.766	248228.61
280407.1	309563.9	449633.75	362519.16	401676.16	331255.53	312766.06	414505.53	260787.86	223120.75	257505.52	164843.5	191746.16	403811.34	411641.56	388983.47	441159.7	267637.94	113723.36	248416.31
281364.7	309941.72	451388.22	362450.03	403454.7	332780.1	313218.44	415150.2	263355.88	225012.66	259169.98	164845.97	193571.61	405133.03	412622.62	391411.88	444409.34	269080.97	115238.8	249750.73
281335.03	310924.84	451733.8	363072.6	405189.53	333160.12	312252.6	415757.8	264737.62	225551.42	260315.89	164609.8	194153.05	403963.25	412882.88	392192.16	444480.1	268568.28	116732.2	251536.39
279416.12	309606.9	450155.7	362473.5	404587.78	329872.4	311481.88	415600.06	264389.9	224412.67	258811.92	163884.16	195357.33	402400.84	412320.7	389686.88	440740.16	268231.25	115017.45	251129.5
279190.6	309641.12	449662.0	361800.25	405282.1	328885.1	311506.47	415222.62	263640.03	224126.78	256856.27	162911.92	194917.52	402254.97	412963.3	388382.1	440097.72	268085.38	113507.53	251584.88
278310.9	309725.97	450668.62	361857.8	405819.06	329656.84	311302.0	414468.78	264102.03	225204.1	257736.62	163859.89	194935.73	403295.44	413211.84	388069.78	441005.44	269128.88	112833.39	251920.61
278804.25	308980.25	449859.3	361436.34	405413.7	329255.75	311144.75	415052.25	263423.78	225240.38	257356.88	163834.95	194384.75	404083.84	413640.7	388391.2	440861.06	269002.56	112506.59	252231.1
277678.78	308514.25	449898.22	361092.56	404348.78	328487.5	311667.8	415196.56	263056.53	223661.69	257361.4	162840.53	191703.23	403507.62	412091.12	386960.0	439711.72	269220.03	111313.055	250836.53
277677.97	308764.12	449000.22	361888.8	404410.47	329221.7	312142.72	415193.44	262126.06	223240.9	258336.77	163833.36	190836.1	403649.47	412430.16	386510.12	439729.47	268614.44	110895.47	250688.22
277873.62	308192.38	449002.38	361220.03	404384.53	328630.7	312296.25	414820.47	264063.03	225215.39	258804.5	164247.0	193112.25	404515.62	411752.94	387771.6	440940.5	269477.47	111204.84	251307.95
281207.7	309016.28	449114.75	361976.62	405875.7	328761.66	312100.44	415442.3	263200.7	224972.47	258997.39	163994.78	192237.0	403754.72	411534.16	386915.75	439585.7	269689.84	114424.98	251347.1
282111.56	308842.5	448476.56	362493.94	406813.56	329004.84	311735.06	415296.75	262160.8	225097.34	258353.97	163976.64	193170.06	404023.56	411844.94	387477.1	440182.03	269223.4	114303.484	250133.3
281939.28	308988.78	448624.94	363169.53	407713.75	329263.7	312212.3	415302.3	260995.53	224570.53	257227.11	163951.92	191630.89	403727.1	411948.7	388263.8	440241.84	269388.38	114326.39	250944.05
281659.2	309473.34	448969.25	362868.22	406356.78	329910.53	311930.1	415217.03	261502.19	223598.1	258913.02	164630.8	190295.84	403704.7	411142.22	387004.3	439062.94	269007.25	113489.19	251562.53
282118.47	309544.47	447793.53	362876.88	405431.72	330550.5	311437.78	414932.12	261399.62	223791.36	259177.73	164768.16	190453.23	403765.44	411193.47	387556.7	437902.44	268289.7	113512.33	251935.42
283254.66	308821.88	448142.7	361929.97	405242.9	330061.84	312758.2	414841.4	262723.5	225414.86	259506.45	164272.44	192672.31	404066.0	411172.06	388782.22	439214.0	268192.72	113973.74	251173.97
283553.1	309999.97	448851.72	362857.25	405374.38	330679.38	313107.12	415495.0	262140.5	225563.12	259078.03	164230.47	193295.72	403206.47	412032.22	389371.38	439105.72	267845.94	115062.52	251842.67
283025.12	309749.78	449621.0	363105.53	405794.66	331640.97	313372.5	415734.72	261608.92	223820.23	257841.34	163500.66	193663.5	402160.06	411116.7	388657.53	438606.72	268563.66	114781.45	251621.1
282724.25	310826.72	449176.06	363436.12	405227.34	331820.7	312882.3	415498.1	262092.1	223780.88	257545.55	164542.22	193178.7	402670.78	412114.03	389199.06	438705.75	268585.38	114192.75	252504.42
282975.88	310129.94	450082.22	362597.25	404985.47	331097.3	313134.25	414802.12	263902.25	225227.28	258543.66	164366.61	195476.06	402976.72	411859.75	391537.47	440886.78	269279.66	114500.41	251418.12
283486.78	310905.06	450005.44	362224.38	403617.66	330433.56	313349.06	415190.3	264347.06	226145.94	257767.61	163634.08	196279.77	403544.8	412244.97	391206.22	440795.5	268551.8	115722.734	251126.8
281687.9	310907.94	450522.06	361709.06	401403.88	329974.16	312995.6	414848.4	262743.4	223984.56	255987.77	163143.12	195050.3	402171.75	412387.38	390617.34	439328.06	268044.1	115164.07	250264.53
281278.12	310705.47	450435.75	361857.78	402268.03	328948.8	313551.4	415018.44	262477.38	223689.4	256221.12	163204.2	195149.44	402509.53	413065.62	390397.47	439957.4	268297.03	113995.03	249010.67
282094.88	311448.72	450938.22	362049.84	400954.9	328595.94	313563.5	414803.03	262756.72	222824.88	256693.94	163617.17	194759.97	402691.0	412956.78	389918.66	439054.06	268791.66	112740.83	249487.61
280628.84	310251.25	450683.88	361689.16	400331.56	328197.62	314049.53	414812.9	263700.84	223255.86	256526.11	163671.94	194977.78	403542.97	412714.53	390223.06	440446.5	268682.72	112756.28	247590.03
