IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
310737.1	335818.06	415744.9	345927.16	383929.2	356686.22	284480.28	435225.16	293447.78	382622.75	325036.88	282311.38	308181.94	426308.88	407101.6	413054.75	418535.2	300203.4	153415.66	323915.62
310450.34	335790.38	414513.47	345286.75	382249.5	355689.4	284544.53	436147.78	293356.1	382678.06	323763.7	282323.97	307446.12	425538.25	407478.84	413092.88	417539.38	297085.88	153204.67	322726.88
310775.25	336125.84	417257.94	344969.03	381239.9	356369.53	285819.62	435031.3	294436.72	381111.25	322868.12	280421.06	307349.97	425331.8	409446.25	413922.84	420265.03	299293.6	154669.2	324015.9
310335.06	335648.5	417900.97	345016.62	381859.3	356835.12	286773.6	435045.53	293307.25	382468.72	325312.16	282248.66	307717.22	426800.47	411749.06	416459.16	423357.1	295095.94	155159.97	321625.78
312485.4	337930.72	421757.34	345181.44	383999.72	357758.22	287391.9	435085.53	296525.38	382283.16	324772.3	281779.38	307894.8	426858.12	411474.75	418428.72	424812.5	298076.56	157215.56	322510.03
311364.53	336137.72	418051.53	344995.6	383123.88	356628.75	285284.72	436037.34	296704.03	383067.03	325449.2	282460.56	307547.28	426532.34	408225.78	417681.62	419934.16	297872.03	156637.55	321432.56
310364.25	333990.8	413519.28	344906.9	383145.38	355432.12	282900.6	436175.56	293327.1	380938.88	323072.94	281132.88	306730.75	424807.1	405658.72	413691.47	416506.06	297071.16	154954.16	321441.38
310630.84	334786.56	412629.7	344802.62	382197.47	355465.44	282953.22	435860.28	292372.56	381413.5	322850.4	281722.88	306230.22	425177.34	405325.84	410718.78	416415.8	297303.12	153701.56	323069.9
310490.66	334157.97	413186.94	344300.06	380288.7	355611.94	283415.3	436126.06	293004.06	382778.75	322982.44	282174.28	307556.38	424508.12	406188.1	411528.44	418270.28	297620.9	153125.05	324167.3
311575.7	334939.66	414702.94	344794.2	380820.3	357159.6	284909.66	435897.7	292082.9	382759.1	322239.56	281267.5	308318.28	425629.72	409039.03	414080.9	422558.78	298671.66	154521.06	325003.62
310590.06	335884.2	416613.72	345047.06	380673.94	356742.84	285420.7	435526.28	292809.12	383094.66	324747.78	282199.97	305429.34	426609.9	409214.53	416016.84	425179.78	296848.9	155056.44	323398.56
310910.94	338337.9	418187.28	345395.16	382229.97	357020.94	285238.78	436261.28	296251.12	384943.9	325534.78	283531.72	308178.03	426417.72	410586.4	418298.12	426201.84	299089.94	155630.88	323838.0
309851.66	335048.28	416838.16	345383.34	380967.2	355106.62	283902.47	435647.78	295916.66	382412.8	324445.88	282041.72	306572.88	425756.97	407712.06	417929.0	422747.9	297595.1	155231.31	322624.97
311100.22	335948.16	416801.72	345525.94	383303.66	356967.5	284830.75	436413.53	293946.53	382297.88	324380.16	280855.66	306475.53	424528.94	410638.0	416124.06	424293.4	296662.84	154713.11	324027.12
310375.28	337683.12	417910.0	348104.06	384437.72	357828.1	285058.47	433493.0	291605.7	384308.2	323733.6	279950.84	310270.94	428173.38	412027.38	418170.28	427997.75	294383.3	155519.08	323141.38
313853.9	338712.53	420605.03	346085.06	387598.78	359194.62	286200.84	434899.34	298973.44	388154.28	325968.78	285195.22	311449.38	428500.56	413060.4	416793.06	426102.84	299272.9	158747.38	327228.4
310764.1	337841.88	420457.38	345343.2	384700.62	356359.75	285451.0	436226.53	298839.6	382983.75	323682.16	281155.47	308997.06	427181.5	410619.47	414507.8	419874.03	297857.56	157301.75	322568.97
307669.56	335713.12	413982.06	344553.1	380987.28	354052.03	283753.44	437672.53	298362.25	382356.25	322786.2	281429.25	308906.53	425105.0	407577.84	411664.34	414340.94	299377.28	155181.0	320641.2
305480.53	333900.1	409870.9	344664.03	378366.84	351263.0	282750.25	436137.12	290729.12	379342.94	319526.47	280472.12	306616.03	425031.06	404469.1	409638.06	412164.72	297584.3	151762.9	318270.03
307167.34	334768.06	408543.12	344857.97	380893.84	352628.12	283729.53	435907.0	288978.16	380358.03	322130.34	281851.2	307540.8	425426.75	404851.3	410526.75	413017.84	297508.34	151770.97	321454.47
306902.16	333073.84	410047.03	344709.62	380124.9	351474.84	282995.4	434942.47	287363.0	380245.38	320950.47	281156.97	308267.44	424655.75	404580.88	412558.3	413850.16	296095.56	151756.0	321106.53
307454.7	334633.88	412389.72	345240.0	380917.44	352240.78	284334.1	435147.4	288802.56	380076.38	323820.7	281192.56	307024.4	425319.75	406290.03	413779.62	417817.28	297371.0	151707.61	322155.88
306967.66	334501.2	412533.8	344821.94	379579.03	354099.0	283936.53	436002.47	290022.25	381381.62	321429.53	281183.53	307822.97	424686.5	406852.38	414201.25	419344.5	295846.38	151806.31	321007.12
308116.8	335454.5	414223.03	344615.88	380462.62	355995.7	284968.8	435209.8	289692.78	381745.56	323903.25	281358.0	305268.06	427186.22	408333.06	414280.2	421402.06	296920.4	151691.62	323079.75
310812.5	338147.3	415264.84	344778.78	381928.62	356705.25	286548.3	435955.84	295142.06	386005.5	326570.72	283491.22	308678.56	428413.66	410258.2	413320.1	420656.75	298559.34	152917.88	322513.9
312251.97	336998.3	417241.1	344874.3	383294.03	356404.78	286160.06	437292.06	294224.38	383857.38	323474.75	281772.66	308386.88	427545.9	408759.03	411107.84	417277.66	298298.06	154065.06	321403.03
312813.34	335704.78	416132.8	344521.2	381999.56	355704.75	285403.97	437191.6	296634.34	382703.97	322859.1	281259.8	308443.12	424880.5	406752.4	407616.22	414626.28	299715.28	154015.53	322150.12
309346.03	332109.12	412422.62	343304.3	379004.53	354410.22	284618.75	436228.4	292204.84	380898.5	320532.9	280878.88	305897.53	424523.16	405044.53	406615.44	414100.66	297216.9	151660.25	320022.28
312612.47	333481.03	414207.28	342919.9	380462.72	356228.75	285351.44	430346.9	292302.7	383911.2	323906.78	282660.4	309927.06	426754.2	407234.25	410834.72	419317.38	306199.22	152196.16	321955.75
313763.7	334439.38	416628.38	344923.66	381255.0	357987.3	286241.7	433330.84	290785.44	385499.5	322058.66	283000.25	309213.4	428165.97	413286.22	415445.75	422473.38	294700.88	153103.17	323944.62
313009.75	336798.44	420580.75	345524.4	383758.0	358370.53	287298.8	434678.2	292353.94	385506.47	326469.6	283460.97	307748.1	428123.7	412850.6	418611.25	424930.84	298227.16	155417.58	324776.6
310909.22	336249.53	419601.22	345081.38	383109.75	356580.6	285401.25	435944.25	297431.03	383440.25	325319.62	282645.9	306516.66	426371.28	408019.28	417342.44	422244.28	300835.75	157013.08	323324.03
308748.8	333328.16	413322.75	344588.72	378932.78	354159.8	283227.97	436475.47	294116.0	381225.88	319372.9	280899.78	305618.88	423952.5	405203.03	413590.66	418133.84	297856.25	154041.73	319830.78
308701.5	333712.34	410770.5	344637.47	380289.06	354490.25	284232.2	434496.06	289544.06	381799.53	321671.72	280920.88	307706.53	423378.78	405597.2	412196.66	420305.94	296473.4	152865.0	321620.6
307964.9	333856.6	412098.06	344102.88	379384.94	353627.28	283969.6	434141.88	288620.66	383002.84	321263.5	281310.2	309042.1	425715.1	405923.72	413963.22	422107.38	296465.44	153591.62	320810.66
310366.44	336481.6	414472.1	345136.38	381681.1	356309.8	285717.62	435506.06	289788.66	382253.44	324314.1	281680.75	306868.47	426571.97	408026.34	413176.0	423118.66	297394.6	154741.88	323242.53
310790.94	336883.4	417031.66	344807.22	381247.0	356807.3	286304.72	435495.75	292430.44	383445.03	323043.28	282293.66	308043.44	426768.3	409584.06	412676.03	423184.94	298436.03	156304.94	323833.6
309328.16	335956.03	418539.1	345227.3	381164.3	354908.3	286570.6	435559.62	293291.44	382145.6	324289.75	281236.9	306407.38	426304.62	408744.03	413429.2	423158.28	297674.38	156159.88	323220.88
308585.72	335901.44	419811.06	345293.88	381400.9	355029.78	285715.12	435509.06	295213.0	382276.8	323260.72	282131.34	308354.0	425584.6	410252.28	415386.22	424094.4	299236.88	156060.06	323099.3
308119.25	335171.75	419815.5	345035.12	381118.78	354675.25	286569.53	435696.2	294553.47	381513.22	324194.97	281789.03	306511.12	424955.2	409318.6	415600.16	422145.38	296465.4	155442.6	322905.12
309788.56	338056.97	420844.44	345871.03	382418.16	356781.1	287543.3	435385.56	295827.56	381728.44	323797.06	282211.47	308396.3	425060.9	411564.94	416992.44	423637.5	298571.88	155657.08	324197.25
310909.2	337712.66	421345.72	344789.34	382833.94	357360.12	287535.06	435346.25	297207.5	384452.94	325770.44	282348.62	308141.66	426938.38	412051.88	420535.38	426038.44	297604.9	156377.52	323448.9
312436.16	338819.6	423237.34	345307.4	384533.6	358097.6	287442.88	435557.2	298578.66	383685.28	324864.1	281837.5	308243.0	426245.0	412262.94	420141.2	426513.44	296656.97	156847.36	324078.78
313833.7	338866.44	423162.22	345894.56	385354.2	358777.62	285710.12	435240.47	299495.34	384652.12	326012.94	282882.34	308264.56	427199.44	412493.97	419698.16	427708.62	299576.53	157839.64	324947.56
313076.88	338198.6	422329.75	345497.78	385177.12	357058.16	284877.78	436321.16	298887.72	384356.72	325725.53	282744.7	308037.56	426296.06	411354.25	418816.75	426964.56	297440.0	157466.84	323703.25
314031.44	339116.6	422707.97	345951.2	385622.7	357232.88	285427.94	436575.62	298664.4	384022.06	326057.9	282507.0	309302.56	427708.06	413293.78	418752.16	426193.03	298718.62	157840.03	325004.97
313600.8	338310.28	422500.66	345111.62	385280.56	357314.88	285110.28	436808.2	298555.3	385602.84	325759.2	282972.66	309688.53	428220.6	413691.5	417988.03	426445.62	298099.22	157165.45	324676.66
312481.88	337361.28	422464.34	346231.2	385734.2	357455.3	284816.38	436023.25	299063.56	382605.66	327606.7	283247.22	308104.38	426190.34	412380.0	415363.0	426004.0	299175.16	156518.97	324745.47
311356.44	336866.97	418787.25	346062.56	383881.78	357335.78	284248.38	435632.16	302365.06	387082.16	325420.1	283149.88	308873.94	425611.84	410946.56	416759.06	423435.88	294581.62	156703.72	326476.78
309822.0	333511.12	415725.56	346051.6	383266.25	355949.3	282784.44	436742.28	296639.75	383037.88	323052.84	280030.47	308523.34	424294.56	407133.88	414494.84	418576.3	296111.03	156432.14	322129.3
307755.25	332342.5	409562.03	345747.16	379604.06	354771.5	282998.0	436421.22	292289.78	383804.78	322723.22	280338.3	308621.9	424193.44	405956.12	412118.25	412450.72	297131.66	152243.94	321687.34
306568.2	330947.72	407461.72	344473.12	378997.0	353731.03	283064.84	435913.9	286714.44	383472.2	321939.0	280248.3	308120.94	423875.06	403958.6	412146.56	412910.16	295793.88	150557.97	320515.72
306688.97	330915.94	405245.8	344930.75	378669.78	353123.22	282495.25	434896.9	287465.94	381823.5	322715.16	280442.25	307552.56	423915.78	402152.12	410028.2	411108.97	297805.7	151202.4	321467.22
305808.62	330225.7	403825.0	344509.7	377740.84	352415.8	281529.56	435428.56	284287.1	381516.5	320009.34	279881.6	307521.0	424199.8	403006.62	409207.44	410486.72	296733.25	150699.34	320064.6
307712.8	332286.7	405290.3	345766.06	379460.22	353025.22	282921.2	435316.53	284813.94	380313.2	322480.47	280665.22	305831.22	424930.56	403534.0	410618.9	412791.1	298584.66	150913.47	321408.12
308262.34	332422.44	407481.2	344998.97	380711.16	352939.06	282885.2	436513.38	285946.06	382322.94	321653.6	281224.03	307823.1	425643.12	405898.62	412810.47	417324.62	298465.53	151209.47	320498.47
308640.25	334053.84	410986.56	345145.38	381345.2	353018.3	284005.8	435806.56	286928.44	380891.75	324432.72	281750.9	306360.6	426077.38	406204.38	412880.56	419416.56	297776.72	151558.84	321488.9
309492.53	335760.0	413078.8	345241.34	382065.22	353533.75	283889.7	435755.62	289571.56	381757.3	323609.25	281907.84	308012.25	426244.28	408394.4	413255.06	422760.53	300320.56	152364.98	322062.03
310166.44	336240.1	415154.66	344948.25	382648.97	354111.5	284373.88	435903.28	291243.7	383073.25	325456.78	282325.75	308105.7	425995.62	408604.62	415132.34	424805.88	298772.66	152675.03	321836.56
310650.0	336604.28	418053.2	345250.22	382496.06	355305.3	285000.84	434874.56	293363.38	381330.25	321821.8	281712.4	307341.66	424202.66	408933.75	414609.16	423564.78	298719.2	154352.25	322740.9
