IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
307395.72	314459.3	442544.38	328788.88	393183.34	342838.72	298184.75	437784.78	249899.7	274333.12	310552.53	148406.7	289752.62	417865.5	413101.72	378602.78	444779.9	271520.1	111450.06	270655.38
306348.56	312669.56	442149.2	328758.7	391396.53	342416.0	298628.22	437553.06	247559.5	272344.88	307601.5	146316.3	288838.56	416927.97	411805.12	376574.78	443568.72	271528.78	110472.36	268983.25
307134.53	313155.94	442857.56	328701.28	392926.4	343398.0	299141.66	437103.72	247585.77	273674.12	307690.03	146426.36	289116.56	418456.88	412610.8	377548.16	445254.38	272379.44	111791.016	268854.75
305652.75	312618.56	442475.03	328465.66	392437.4	342819.0	298443.0	437050.53	248099.34	272676.97	306595.34	146897.7	286286.84	418991.2	411878.62	377679.12	443812.8	271972.28	110984.14	267813.1
305754.5	312498.8	441263.88	328399.53	392950.8	341496.62	297874.53	437461.4	248431.3	272043.6	308544.5	146880.12	283494.8	417320.6	410755.56	375880.16	442544.47	271825.47	110388.625	268251.28
305937.78	312268.7	440448.9	328850.66	393306.7	341600.34	297809.06	437185.94	246274.88	273670.97	310935.6	147579.0	283683.72	417906.16	411879.5	376488.28	444523.38	270841.66	110181.41	268161.0
305751.38	312005.34	441116.34	328720.53	394440.62	341886.78	298129.78	436758.72	246545.5	272493.06	310916.0	146724.44	283515.94	417879.22	411277.7	377198.47	444685.1	271028.28	109542.03	268086.97
305244.56	312776.16	441725.53	328954.88	392916.9	341567.44	297907.03	437628.7	248109.3	272387.3	308840.03	146938.94	287120.03	416754.78	412286.2	375705.1	444445.44	271207.8	111228.66	268914.84
304972.62	312699.3	440575.75	328586.62	391586.3	340891.75	298928.25	436986.06	247100.48	272242.66	305846.28	145936.22	286590.03	417581.3	412313.75	375582.34	444040.56	271087.88	111056.53	266041.1
306138.06	313396.8	441374.38	328414.12	391863.88	341721.62	299165.88	437206.28	246559.73	271653.84	305640.25	145846.67	283674.34	417815.0	411256.28	375834.28	443369.78	271952.28	110716.62	267003.16
306304.8	314308.25	440934.38	329315.97	393247.25	341994.97	298462.25	437664.12	247058.48	271894.3	309460.16	146698.67	282156.9	418116.8	411327.8	375314.12	442064.7	271792.34	110913.53	267426.34
306033.53	313717.47	440251.6	328632.9	392216.53	341085.3	298645.72	437214.5	246754.19	272055.75	309979.3	146134.28	285367.0	417640.62	411116.72	374783.3	441322.6	270651.16	109917.984	267087.38
306460.3	314082.38	440813.62	328974.47	392322.25	342015.53	299073.06	437518.8	245776.28	272052.53	309505.34	146308.89	285856.25	417189.53	411548.5	375513.53	442593.8	271438.72	109803.414	267185.62
