IC01	IC02	IC03	IC04	IC05	IC06	IC07	IC08	IC09	IC10	IC11	IC12	IC13	IC14	IC15	IC16	IC17	IC18	IC19	IC20
298976.5	310860.7	461998.97	323228.16	392638.34	340968.9	308802.53	402244.88	260511.67	326829.38	344661.8	263104.8	317755.38	406736.25	412427.62	384840.72	422926.9	269414.2	123687.86	261070.83
298839.03	309875.47	462046.94	323464.1	392779.88	340049.6	308192.34	401879.34	261806.14	328514.6	343835.22	263199.0	317469.3	405802.06	412691.8	385480.72	422965.25	269060.28	125234.9	262771.62
297410.4	309094.84	461928.7	323438.34	392510.22	338594.8	307696.38	401165.94	260187.06	327476.6	341519.0	263090.53	313297.34	405507.3	411960.03	385296.78	423298.8	268802.8	124362.39	262866.2
298085.5	308359.75	461729.16	323869.38	392667.72	339319.53	307128.38	401314.53	262113.5	328247.62	342913.94	264435.1	310069.44	407946.2	411862.25	383954.84	423015.47	268970.06	122998.31	263506.38
297985.53	307726.1	460754.56	322898.44	392518.5	339125.06	306416.12	400517.3	260712.62	327740.9	345389.16	263917.8	310913.72	407424.2	411367.5	381721.53	421106.5	268461.9	121850.92	263498.9
299677.4	310074.03	462286.4	324303.5	391469.62	339463.22	306558.2	400582.16	261173.1	327152.88	346254.5	263637.22	312088.53	406927.75	410438.03	379751.5	419818.16	268658.88	121474.45	265417.0
300140.56	308743.94	459909.5	324243.5	390333.78	340210.25	306691.12	400744.25	260014.4	328108.06	344887.78	263552.62	314733.3	406853.5	410289.56	380068.78	419328.34	268811.75	121985.33	264308.44
301395.56	308409.0	460839.9	324018.03	391498.88	341390.03	308115.4	400679.7	259537.77	326810.0	344359.16	263333.38	315780.22	406023.47	411586.3	381600.28	421377.53	268081.38	122766.42	263306.44
302330.6	308807.7	461829.44	324070.7	391279.6	342099.0	308725.8	400969.4	262071.72	327971.4	343244.56	263338.94	316867.97	404989.25	411535.6	382238.12	420686.3	268805.9	124776.625	263105.66
302041.84	307649.34	460978.06	323957.22	392110.66	341820.94	308684.7	401462.38	260431.56	327517.06	342160.1	263375.84	315093.22	404863.03	411776.12	382973.8	420838.34	269199.9	124532.766	261866.12
300682.53	308046.5	461952.9	323698.6	392265.03	340632.8	308295.2	400800.22	262246.22	327249.53	341926.9	263983.97	314726.5	405678.12	412757.9	384111.9	421646.94	269420.5	124548.95	262804.44
298265.12	307930.22	461691.03	323637.8	392501.84	339545.5	308572.88	401837.3	260771.5	328234.7	340070.56	264492.78	308653.62	406695.16	413787.62	384431.75	422380.0	269380.16	124653.35	261755.7
298867.9	308812.8	463302.38	324114.62	393851.97	340141.8	307925.44	401450.16	260716.3	327403.28	343617.72	264424.53	307489.12	407823.62	414100.7	384281.88	423779.22	269325.47	124779.055	262204.72
298994.88	307964.53	462534.78	323793.2	394008.44	339537.78	307394.53	399991.84	261586.2	329096.25	345851.34	264986.16	310813.3	408434.84	413441.25	383547.97	422755.66	268578.22	125265.69	263290.84
298880.78	307216.28	462201.94	323203.25	395410.78	339996.38	307040.84	400216.53	260819.02	328699.97	346341.2	264405.62	311261.9	408319.6	412756.47	384712.56	423534.06	268041.0	125716.984	263331.56
298667.94	309663.6	464118.12	323963.66	395995.44	339891.0	308200.78	400887.66	263017.8	327799.0	346478.06	264536.72	312660.8	408526.47	412628.44	385191.78	423258.06	269478.97	127301.875	264608.9
298754.34	310713.2	462933.78	324364.12	393589.22	339515.44	307627.0	401425.94	262546.2	328267.84	345323.56	264322.84	314740.75	408131.0	412199.75	382689.38	421832.62	269853.44	126094.86	262436.72
299500.47	311290.44	461735.75	323859.5	392729.16	339937.94	307320.3	402186.4	262232.38	326103.34	344307.12	262703.1	314642.5	407249.2	411003.8	380096.47	419416.84	269962.12	124145.516	261710.48
300454.1	312571.88	459324.34	324421.9	390759.03	340026.9	306755.75	401717.6	262553.34	326034.7	344039.84	263671.9	316256.12	406058.34	409506.88	378715.4	417789.0	268505.3	121749.89	262700.84
300465.72	312096.25	458142.44	324332.6	392489.88	340202.75	306416.97	402466.03	259248.36	325588.44	342665.9	263341.16	315560.25	405542.66	409075.44	379153.56	418726.75	269079.5	120760.97	262955.28
300533.84	311061.03	457337.03	324231.06	392693.75	339811.84	306550.6	401379.22	258535.78	325236.62	341845.9	263104.97	315084.2	405583.53	409800.3	380015.56	419424.7	269112.75	120198.66	263990.3
300438.66	307980.4	456750.97	322837.2	391792.44	339197.6	306745.38	399896.88	257834.6	326931.28	340097.47	262587.88	314275.22	406083.3	409941.75	381133.2	420359.88	268849.12	120773.12	263975.97
300459.25	309637.97	459435.12	324502.34	393925.9	339469.72	307111.84	401137.3	257829.47	325651.03	341227.3	264197.0	312718.97	406836.97	411534.06	381687.25	421583.25	270642.9	122088.555	264395.22
299950.34	309113.06	459141.3	325036.8	393521.62	339615.8	306552.5	402556.16	260040.31	327761.03	341655.06	264805.56	311544.3	407667.75	411511.9	381169.16	420943.3	271599.53	122615.21	265566.66
298052.97	308304.25	458962.03	324152.16	391702.47	339545.47	307067.38	403206.97	258401.45	326617.3	341389.84	264339.3	307143.1	407315.6	410530.1	381680.6	420973.0	271713.56	122023.734	262748.03
299469.03	307411.16	460202.3	323702.53	391584.38	339963.0	307346.75	402825.7	259162.97	326148.94	344006.53	263553.3	307970.47	407418.84	410633.56	380549.62	421143.0	271379.3	121584.78	262769.5
300018.38	306825.47	460768.9	322988.4	392617.6	340305.97	307536.88	401955.2	259894.72	328161.6	345314.9	262943.44	312077.66	407480.38	410731.8	381964.4	423237.94	269478.53	122993.8	262667.72
300030.5	305679.72	460849.88	321718.3	392667.16	339535.72	307312.28	399912.22	258348.69	327094.38	346203.72	262540.28	312363.97	407561.16	411751.06	383976.06	424742.1	268213.66	122685.78	261133.44
300107.28	308153.56	462239.06	322730.84	391999.47	339307.06	307701.56	399324.94	260997.62	328140.47	347133.47	263083.34	312720.44	408214.9	413204.06	385433.22	426326.12	267589.22	123622.84	262996.53
299451.84	310846.4	464686.0	324452.22	393349.62	340084.5	307787.9	401397.88	262547.06	329732.72	347072.1	264569.84	313351.47	408283.75	414366.97	388400.6	427799.25	268019.6	125439.67	264198.1
299908.84	310515.8	464907.03	324013.78	393983.56	340704.84	308271.66	401387.72	262617.03	326991.12	346321.66	263802.7	313157.4	407409.66	413328.56	389629.03	427943.38	268065.44	125664.95	263957.75
300509.0	311007.22	464719.47	323769.8	392360.78	340793.72	309473.75	400511.16	263935.25	327579.72	345606.34	263780.03	314163.1	406548.6	414020.7	389331.28	426293.12	267176.56	126141.05	264314.53
300150.3	310056.12	463714.12	323470.75	391572.1	340384.16	309083.2	399552.6	263223.66	329664.8	344978.22	263082.6	315246.72	406173.12	413694.62	387550.47	425585.9	266655.53	126748.81	263730.38
300740.8	309790.6	465101.12	324204.66	392573.22	340867.06	309398.84	399659.8	262624.7	327645.0	345513.75	263068.7	314935.0	406890.9	413401.9	385754.75	424065.4	266926.97	126614.78	263522.62
301034.66	309354.78	463788.7	324447.34	392327.8	340669.94	308901.72	399880.56	264576.5	329476.97	345470.16	264239.4	316751.25	406679.2	412923.62	384584.44	421282.16	266663.0	126796.875	264103.78
299440.3	307927.25	461972.3	323572.5	392131.75	339775.44	307852.66	400823.4	262225.03	328045.88	344569.22	263166.47	317342.22	405965.75	411021.5	383511.78	420206.28	267133.2	125676.89	261711.53
299345.25	307646.94	460558.62	323237.56	390166.2	340094.88	307733.7	400426.7	262021.77	326239.12	344495.22	262114.7	316654.56	405389.75	409429.16	379899.66	417671.62	268126.38	123107.24	261908.1
298904.78	307948.84	457468.16	323073.8	388239.94	340293.75	307472.88	400441.7	259680.27	326914.44	342349.03	262272.97	315299.44	405119.97	409304.62	377687.34	414818.84	268764.34	121855.09	261817.3
299275.78	308262.2	458418.0	323318.38	390554.34	340608.88	307484.25	400907.7	259417.47	325190.4	342183.25	262116.33	314331.62	406691.7	409815.84	377812.03	417190.4	269962.47	120606.28	263173.72
299046.44	308577.38	458013.78	323511.6	391024.84	339809.47	305779.72	401024.53	260328.94	327258.94	341672.34	264064.06	313108.25	408056.34	410469.25	377756.6	416787.28	271071.94	119923.19	264376.16
296861.9	308762.94	458484.7	323482.25	390466.03	338941.84	305403.84	401509.72	258309.9	325499.2	340738.12	262917.16	307527.06	408897.94	409860.62	378434.56	416976.1	271301.38	118401.36	264175.56
296695.12	310138.44	458440.66	324280.88	390449.7	338064.0	306426.94	402426.44	258514.02	324651.53	342103.97	263547.38	306289.78	409089.53	410564.75	378812.66	417398.1	272190.28	118681.12	263994.3
298067.12	310022.66	459085.3	324923.6	391812.72	338621.62	306598.7	403019.97	259151.84	327164.1	345183.4	263841.34	310021.06	408551.4	410885.62	380096.66	421155.78	271921.6	120502.99	263543.12
298799.4	309267.88	460727.6	324870.2	394001.22	338617.12	306526.0	402409.6	258386.73	326723.62	346210.28	263623.7	310960.66	407169.6	411497.03	382508.0	424582.34	269967.4	121566.55	262425.28
299503.9	309647.84	462519.03	325403.22	394957.25	339291.38	306703.88	401757.4	261156.6	327670.72	346611.84	264593.3	313549.7	407751.62	412624.12	383707.25	425851.12	269323.34	122535.26	263914.53
299648.22	309551.22	462875.3	325135.62	395645.88	339313.0	306092.44	401959.7	261529.02	328759.22	345149.62	264267.5	315530.66	406817.25	412003.75	384696.84	425556.22	268274.16	124416.46	262862.44
299918.97	309989.25	462660.9	326028.9	393932.0	339397.28	306480.0	401952.84	261361.03	326571.47	344760.62	263980.53	315625.34	405369.3	411591.47	384719.7	424692.06	267801.88	123802.57	262474.4
299337.75	307284.38	462559.12	323918.97	393712.6	339603.84	307757.72	401694.38	262555.78	328249.56	343663.12	263559.66	317091.5	404789.66	412995.06	384848.94	425694.53	267687.7	124591.83	261837.1
299982.38	309370.22	463519.7	324083.47	394422.06	339987.25	308062.88	402281.4	260875.14	327586.34	343690.22	263903.22	315675.6	405799.66	413805.22	387086.47	426815.44	268469.06	125848.125	261210.22
